Stimulus,CID,Concentration,FLOWER,GRASS,WOOD,DECAYED,AMMONIA/URINOUS,SWEATY,MUSKY,WARM,ACID,BURNT,SOUR,COLD,SPICES,GARLIC,FISH,FRUIT,SWEET,BAKERY,EDIBLE,CHEMICAL
44,7635,1e-05,1.0869565217391304,0.8260869565217391,0.043478260869565216,0.6086956521739131,0.17391304347826086,0.0,0.7391304347826086,2.391304347826087,0.17391304347826086,2.260869565217391,4.826086956521739,3.1739130434782608,2.8260869565217392,2.782608695652174,0.0,0.8260869565217391,11.956521739130435,3.0,6.913043478260869,8.869565217391305
45,637758,0.001,6.382978723404255,1.425531914893617,0.0851063829787234,4.170212765957447,2.5319148936170213,3.3617021276595747,2.4468085106382977,3.595744680851064,4.531914893617022,2.0638297872340425,6.48936170212766,2.978723404255319,4.851063829787234,0.02127659574468085,0.02127659574468085,17.46808510638298,16.319148936170212,2.0638297872340425,9.51063829787234,11.829787234042554
46,637758,1e-05,5.666666666666667,1.75,2.3333333333333335,0.05555555555555555,1.1944444444444444,0.9722222222222222,3.4722222222222223,6.75,2.25,3.1666666666666665,4.611111111111111,1.8333333333333333,2.8333333333333335,1.7777777777777777,0.9722222222222222,9.166666666666666,23.083333333333332,2.1666666666666665,9.86111111111111,8.75
47,7654,0.001,14.12962962962963,1.1481481481481481,1.037037037037037,1.5740740740740742,2.425925925925926,2.1481481481481484,3.6666666666666665,4.2592592592592595,3.814814814814815,3.259259259259259,5.425925925925926,4.87037037037037,3.4444444444444446,1.5555555555555556,0.018518518518518517,3.1666666666666665,10.703703703703704,0.25925925925925924,2.0185185185185186,11.796296296296296
48,7654,1e-05,8.303030303030303,3.3636363636363638,0.5454545454545454,1.8181818181818181,1.2121212121212122,1.303030303030303,4.333333333333333,2.272727272727273,5.121212121212121,3.5757575757575757,5.545454545454546,2.5454545454545454,4.666666666666667,1.1515151515151516,0.09090909090909091,0.42424242424242425,13.93939393939394,0.6666666666666666,9.090909090909092,5.878787878787879
49,7657,0.001,8.030303030303031,1.9393939393939394,2.242424242424242,1.696969696969697,3.1515151515151514,1.2121212121212122,6.181818181818182,3.515151515151515,1.606060606060606,4.545454545454546,6.242424242424242,1.1818181818181819,4.090909090909091,2.3333333333333335,0.030303030303030304,3.3333333333333335,10.242424242424242,6.303030303030303,4.2727272727272725,10.727272727272727
50,7657,0.1,9.381818181818181,0.5272727272727272,3.1636363636363636,2.309090909090909,1.8909090909090909,0.7090909090909091,2.3454545454545452,4.6909090909090905,3.8,0.5272727272727272,2.5272727272727273,2.7818181818181817,4.872727272727273,1.1090909090909091,0.01818181818181818,12.818181818181818,29.181818181818183,8.10909090909091,13.327272727272728,10.563636363636364
51,61005,0.1,6.081632653061225,1.0408163265306123,3.6122448979591835,3.795918367346939,6.3061224489795915,0.673469387755102,6.040816326530612,3.7551020408163267,8.857142857142858,2.510204081632653,4.1020408163265305,2.6122448979591835,3.510204081632653,0.24489795918367346,0.0,0.673469387755102,10.428571428571429,0.0,2.4285714285714284,19.591836734693878
52,61005,0.001,6.043478260869565,4.304347826086956,4.956521739130435,0.34782608695652173,2.391304347826087,4.217391304347826,4.565217391304348,7.043478260869565,2.869565217391304,0.34782608695652173,4.391304347826087,6.086956521739131,1.9565217391304348,1.0434782608695652,1.2608695652173914,2.217391304347826,14.391304347826088,2.869565217391304,3.608695652173913,15.26086956521739
53,7695,0.001,9.645833333333334,1.1666666666666667,0.020833333333333332,0.4791666666666667,0.020833333333333332,0.020833333333333332,2.8125,6.229166666666667,1.4375,0.14583333333333334,4.791666666666667,3.5208333333333335,3.4166666666666665,0.4166666666666667,0.020833333333333332,12.708333333333334,24.583333333333332,2.75,7.083333333333333,11.520833333333334
54,7695,1e-05,4.897435897435898,1.1794871794871795,4.0256410256410255,7.410256410256411,2.871794871794872,2.58974358974359,13.23076923076923,4.17948717948718,5.051282051282051,2.8461538461538463,7.769230769230769,2.1538461538461537,2.6923076923076925,1.205128205128205,0.23076923076923078,2.1538461538461537,9.333333333333334,4.153846153846154,2.6666666666666665,9.743589743589743
55,5315892,0.001,6.584905660377358,1.2452830188679245,1.5849056603773586,5.6415094339622645,2.9622641509433962,4.320754716981132,7.9245283018867925,7.037735849056604,1.9811320754716981,3.30188679245283,8.471698113207546,1.3396226415094339,15.11320754716981,1.0,0.0,7.245283018867925,18.18867924528302,9.018867924528301,7.471698113207547,12.471698113207546
56,5315892,1e-05,14.068181818181818,1.2727272727272727,3.090909090909091,2.3636363636363638,4.7727272727272725,2.8863636363636362,8.363636363636363,3.9318181818181817,3.977272727272727,4.545454545454546,12.386363636363637,1.25,2.4545454545454546,3.1363636363636362,2.227272727272727,0.09090909090909091,8.931818181818182,0.2727272727272727,1.5681818181818181,8.204545454545455
57,7720,1e-05,0.5434782608695652,1.9565217391304348,0.41304347826086957,7.239130434782608,5.8478260869565215,8.782608695652174,16.891304347826086,2.3260869565217392,4.217391304347826,3.0217391304347827,11.043478260869565,2.5869565217391304,1.2173913043478262,2.6739130434782608,2.347826086956522,0.13043478260869565,3.0217391304347827,2.8043478260869565,4.195652173913044,3.4565217391304346
58,7720,0.001,1.1111111111111112,2.462962962962963,0.5185185185185185,6.814814814814815,6.537037037037037,7.7592592592592595,9.333333333333334,3.537037037037037,6.962962962962963,7.425925925925926,12.777777777777779,1.5185185185185186,2.388888888888889,5.62962962962963,2.0,1.7407407407407407,2.740740740740741,0.018518518518518517,3.0555555555555554,17.796296296296298
59,7731,0.001,3.8846153846153846,2.326923076923077,1.7884615384615385,3.6923076923076925,2.230769230769231,0.7884615384615384,4.269230769230769,1.0769230769230769,4.0,4.3076923076923075,9.961538461538462,4.230769230769231,6.423076923076923,0.3269230769230769,0.9423076923076923,0.5576923076923077,11.423076923076923,1.1538461538461537,2.576923076923077,10.038461538461538
60,7731,1e-05,14.822222222222223,3.7333333333333334,3.577777777777778,1.4444444444444444,4.444444444444445,3.3333333333333335,4.533333333333333,6.6,3.1777777777777776,2.466666666666667,5.622222222222222,3.533333333333333,6.377777777777778,2.111111111111111,1.5777777777777777,5.955555555555556,13.333333333333334,2.8,5.022222222222222,3.7333333333333334
61,5363233,1e-05,1.7619047619047619,8.19047619047619,6.333333333333333,5.666666666666667,5.0,4.809523809523809,5.333333333333333,5.380952380952381,3.142857142857143,2.0,5.380952380952381,7.095238095238095,0.19047619047619047,3.0,0.0,2.142857142857143,4.142857142857143,0.0,0.047619047619047616,3.0476190476190474
62,5363233,0.001,1.48,4.46,6.7,1.7,5.64,2.38,7.32,4.42,9.14,11.34,2.66,7.1,5.32,1.66,1.26,0.32,3.5,0.0,1.64,15.28
63,61523,0.001,6.74,4.68,0.66,0.1,2.46,2.1,8.04,5.3,4.6,4.04,3.48,1.54,2.94,0.52,0.8,6.82,12.36,2.04,1.56,10.8
64,61523,1e-05,8.952380952380953,0.0,3.0476190476190474,3.7142857142857144,0.0,0.0,3.857142857142857,4.619047619047619,0.0,0.8571428571428571,3.3333333333333335,0.0,4.9523809523809526,0.0,0.0,1.619047619047619,11.095238095238095,3.9523809523809526,10.761904761904763,0.3333333333333333
65,7749,0.001,2.2222222222222223,1.5,0.9259259259259259,6.5,5.0,2.185185185185185,7.888888888888889,4.148148148148148,6.277777777777778,3.2777777777777777,7.351851851851852,4.62962962962963,2.6296296296296298,1.5555555555555556,0.7407407407407407,6.222222222222222,11.88888888888889,3.4074074074074074,7.092592592592593,18.64814814814815
66,7749,1e-05,3.4146341463414633,2.268292682926829,2.1707317073170733,1.3658536585365855,5.463414634146342,5.195121951219512,11.195121951219512,6.219512195121951,3.1219512195121952,2.8536585365853657,7.2926829268292686,2.3658536585365852,4.146341463414634,2.8780487804878048,3.1463414634146343,1.170731707317073,4.487804878048781,1.8048780487804879,1.6829268292682926,7.780487804878049
67,7761,1e-05,7.0,3.0454545454545454,2.1136363636363638,2.409090909090909,0.29545454545454547,1.2272727272727273,1.5227272727272727,6.613636363636363,2.7954545454545454,1.7045454545454546,3.659090909090909,2.4318181818181817,3.272727272727273,0.7727272727272727,0.2727272727272727,12.0,23.863636363636363,6.681818181818182,7.431818181818182,5.909090909090909
68,7761,0.001,6.963636363636364,0.9090909090909091,0.01818181818181818,1.0,0.01818181818181818,0.01818181818181818,1.0727272727272728,5.418181818181818,1.7636363636363637,0.4727272727272727,2.8545454545454545,3.1454545454545455,1.1272727272727272,0.01818181818181818,0.01818181818181818,22.636363636363637,31.78181818181818,6.0181818181818185,21.054545454545455,3.9454545454545453
69,7762,0.001,5.6909090909090905,0.32727272727272727,0.45454545454545453,4.036363636363636,0.6,2.2545454545454544,1.4181818181818182,3.8,2.3636363636363638,1.3272727272727274,8.781818181818181,2.5636363636363635,1.4727272727272727,0.01818181818181818,0.01818181818181818,19.98181818181818,26.4,8.181818181818182,20.87272727272727,8.872727272727273
70,7762,1e-05,8.5,2.1956521739130435,1.1956521739130435,2.6956521739130435,3.217391304347826,2.1739130434782608,1.0434782608695652,5.173913043478261,1.9565217391304348,3.108695652173913,3.347826086956522,1.2391304347826086,2.8260869565217392,0.8695652173913043,0.8478260869565217,18.782608695652176,23.97826086956522,4.521739130434782,12.152173913043478,7.565217391304348
71,7765,0.001,0.6904761904761905,1.8571428571428572,2.0476190476190474,0.7857142857142857,3.4761904761904763,1.4047619047619047,5.4523809523809526,4.976190476190476,4.023809523809524,4.976190476190476,2.5,2.8333333333333335,2.4047619047619047,1.5476190476190477,0.8095238095238095,1.8571428571428572,6.666666666666667,4.0476190476190474,3.7142857142857144,14.785714285714286
72,7765,1e-05,4.742857142857143,0.42857142857142855,0.6,0.17142857142857143,4.514285714285714,0.0,2.9714285714285715,3.4285714285714284,4.257142857142857,2.1142857142857143,5.257142857142857,5.285714285714286,2.857142857142857,0.0,0.0,4.3428571428571425,12.028571428571428,0.9428571428571428,1.7428571428571429,18.942857142857143
73,7768,0.001,2.34375,2.34375,8.5625,4.84375,4.90625,5.3125,11.5625,5.5,7.75,2.9375,4.28125,4.84375,8.0,3.5625,3.0625,0.03125,2.03125,0.0,0.0,8.71875
74,7768,0.1,5.833333333333333,1.3055555555555556,2.9166666666666665,5.944444444444445,4.416666666666667,2.2222222222222223,6.888888888888889,3.138888888888889,3.6944444444444446,4.083333333333333,10.083333333333334,7.694444444444445,0.3611111111111111,1.3333333333333333,0.4166666666666667,0.4444444444444444,4.444444444444445,1.25,0.9166666666666666,11.166666666666666
75,7770,0.001,3.4,1.1090909090909091,0.12727272727272726,4.6909090909090905,4.2,4.109090909090909,7.545454545454546,4.7272727272727275,2.1636363636363636,3.2545454545454544,11.672727272727272,0.21818181818181817,2.1818181818181817,0.12727272727272726,0.8727272727272727,13.054545454545455,13.581818181818182,2.036363636363636,4.509090909090909,6.909090909090909
76,7770,1e-05,1.7,0.975,3.125,5.825,5.1,12.475,12.375,5.15,1.9,5.05,10.05,2.7,7.8,3.025,3.35,0.475,6.65,3.1,2.925,5.725
77,1549026,1e-07,0.7666666666666667,3.8333333333333335,0.06666666666666667,0.13333333333333333,3.433333333333333,0.7333333333333333,4.4,3.2,4.6,3.933333333333333,7.066666666666666,1.7333333333333334,0.3,0.23333333333333334,1.7666666666666666,3.3,2.9,4.1,0.9333333333333333,1.5666666666666667
78,1549026,1e-05,1.9655172413793103,0.0,3.7586206896551726,3.0344827586206895,2.586206896551724,1.896551724137931,4.413793103448276,4.206896551724138,0.5517241379310345,4.0,8.206896551724139,1.7241379310344827,0.3793103448275862,0.9310344827586207,0.6551724137931034,2.586206896551724,8.862068965517242,4.724137931034483,5.448275862068965,9.0
79,61527,1e-07,1.0,1.6956521739130435,0.0,0.13043478260869565,0.21739130434782608,2.5652173913043477,6.913043478260869,3.4347826086956523,0.21739130434782608,0.6956521739130435,1.434782608695652,2.5217391304347827,5.260869565217392,2.782608695652174,1.565217391304348,2.0,6.0,0.6956521739130435,5.478260869565218,2.347826086956522
80,61527,1e-05,1.0392156862745099,2.607843137254902,5.03921568627451,6.352941176470588,5.450980392156863,3.588235294117647,8.235294117647058,4.745098039215686,1.803921568627451,7.019607843137255,3.0,2.176470588235294,3.627450980392157,1.7647058823529411,0.6666666666666666,1.0392156862745099,8.745098039215685,3.372549019607843,2.843137254901961,8.549019607843137
81,235414,0.001,5.555555555555555,0.0,1.3703703703703705,4.111111111111111,5.0,1.1851851851851851,5.2592592592592595,1.2222222222222223,5.222222222222222,0.7037037037037037,2.3333333333333335,9.592592592592593,1.6296296296296295,0.0,0.0,4.62962962962963,7.888888888888889,0.18518518518518517,4.148148148148148,9.333333333333334
82,235414,0.1,21.634615384615383,2.5384615384615383,2.230769230769231,1.25,0.5576923076923077,0.8461538461538461,3.0,8.403846153846153,0.8461538461538461,0.019230769230769232,0.019230769230769232,1.3846153846153846,2.230769230769231,0.019230769230769232,0.019230769230769232,3.269230769230769,25.98076923076923,2.6923076923076925,1.3461538461538463,10.346153846153847
83,7792,1e-05,2.2,7.35,0.65,4.25,6.3,0.2,7.6,4.05,4.9,1.75,9.65,4.1,1.35,4.85,1.55,1.6,1.5,0.0,0.15,10.5
84,7792,0.001,7.722222222222222,0.6851851851851852,3.962962962962963,3.5,5.666666666666667,2.0555555555555554,2.8333333333333335,2.2222222222222223,5.333333333333333,0.8518518518518519,4.481481481481482,7.722222222222222,4.0,0.018518518518518517,0.0,6.87037037037037,9.722222222222221,0.0,0.0,21.48148148148148
85,637566,1e-05,8.075,1.425,3.45,4.175,1.75,1.775,2.025,4.525,5.175,1.75,5.45,2.575,2.7,2.05,0.0,8.875,13.925,2.575,5.7,12.15
86,637566,0.001,7.0,6.2592592592592595,5.37037037037037,1.9814814814814814,2.8518518518518516,1.4814814814814814,7.222222222222222,2.0925925925925926,3.6296296296296298,3.759259259259259,5.166666666666667,3.4814814814814814,6.2592592592592595,2.240740740740741,0.0,7.555555555555555,14.185185185185185,1.8703703703703705,3.314814814814815,16.037037037037038
