Subject,Stimulus,CID,Concentration,ACID,AMMONIA/URINOUS,BAKERY,BURNT,CHEMICAL,COLD,DECAYED,EDIBLE,FISH,FLOWER,FRUIT,GARLIC,GRASS,HOW FAMILIAR IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW STRONG IS THE SMELL?,MUSKY,SOUR,SPICES,SWEATY,SWEET,WARM,WOOD
1,11,24197,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,2.0,47.0,54.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
1,12,24197,0.001,0.0,0.0,15.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,0.0,54.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,7476,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,79.0,75.0,81.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
1,14,7476,0.1,0.0,0.0,74.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,79.0,76.0,76.0,0.0,0.0,71.0,0.0,78.0,0.0,0.0
1,15,61252,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,16,61252,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1,17,24834,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,65.0,92.0,5.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0
1,18,24834,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,6.0,59.0,60.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
1,19,7500,0.001,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,55.0,57.0,0.0,0.0,52.0,0.0,51.0,0.0,0.0
1,20,7500,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
1,21,244,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,58.0,61.0,58.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
1,22,244,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,61.0,53.0,0.0,0.0,75.0,0.0,77.0,0.0,0.0
1,23,240,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1,24,240,0.001,0.0,0.0,48.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,54.0,0.0,0.0,75.0,81.0,74.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
1,25,7519,0.001,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,78.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1,26,7519,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
1,27,7559,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,61.0,0.0,0.0,77.0,73.0,54.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
1,28,7559,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,63.0,41.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
1,29,7583,0.001,72.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,19.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30,7583,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
1,31,7593,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1,32,7593,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,75.0,62.0,0.0,0.0,77.0,0.0,7.0,0.0,0.0
1,33,60998,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,34,60998,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,76.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
1,35,60999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,67.0,37.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
1,36,60999,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
1,37,7601,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1,38,7601,0.001,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39,5541,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40,5541,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
1,41,7632,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,81.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,7632,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,7635,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,59.0,64.0,0.0,0.0,67.0,0.0,75.0,0.0,0.0
1,44,7635,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1,45,637758,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,71.0,0.0,0.0,62.0,61.0,66.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
1,46,637758,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,64.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0
1,47,7654,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,75.0,77.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0
1,48,7654,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0
1,49,7657,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1,50,7657,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,67.0,13.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
1,51,61005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,4.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
1,52,61005,0.001,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.0,76.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,53,7695,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,60.0,80.0,64.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
1,54,7695,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,55,5315892,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,79.0,76.0,65.0,0.0,71.0,0.0,0.0,0.0
1,56,5315892,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,56.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
1,57,7720,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,76.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
1,58,7720,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,59,7731,0.001,54.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,65.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
1,60,7731,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,62.0,64.0,63.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0
1,61,5363233,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,62,5363233,0.001,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63,61523,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,64,61523,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1,65,7749,0.001,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,81.0,76.0,90.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
1,66,7749,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,78.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1,67,7761,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,77.0,54.0,0.0,0.0,16.0,0.0,19.0,0.0,0.0
1,68,7761,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,62.0,0.0,0.0,76.0,81.0,63.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
1,69,7762,0.001,49.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,6.0,87.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1,70,7762,1e-05,0.0,0.0,49.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,82.0,0.0,0.0,80.0,77.0,78.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
1,71,7765,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,66.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0
1,72,7765,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1,73,7768,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,64.0,62.0,0.0,0.0,53.0,0.0,5.0,0.0,0.0
1,74,7768,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,7770,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,52.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1,76,7770,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,74.0,4.0,0.0,0.0,75.0,0.0,71.0,0.0,0.0
1,77,1549026,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,57.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0
1,78,1549026,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1,79,61527,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,80,61527,1e-05,24.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,36.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,81,235414,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,82,235414,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,45.0,56.0,45.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
1,83,7792,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,84,7792,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,65.0,58.0,58.0,0.0,0.0,66.0,0.0,77.0,0.0,0.0
1,85,637566,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
1,86,637566,0.001,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,18.0,59.0,4.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
1,87,643820,0.001,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,88,643820,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,89,7795,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,90,7795,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,69.0,70.0,0.0,0.0,58.0,0.0,56.0,0.0,0.0
1,91,7797,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,56.0,0.0,0.0,54.0,0.0,59.0,0.0,0.0
1,92,7797,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,55.0,53.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
1,93,7799,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,78.0,70.0,61.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
1,94,7799,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,1.0,0.0,0.0,77.0,76.0,81.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
1,95,7803,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,79.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1,96,7803,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,67.0,2.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
1,97,2879,1e-05,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,84.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
1,98,2879,0.001,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,57.0,58.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0
1,99,7820,0.1,76.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,17.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100,7820,0.001,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,101,246728,0.001,14.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,102,246728,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,55.0,53.0,0.0,0.0,54.0,0.0,48.0,0.0,0.0
1,103,7824,0.001,72.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,39.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,104,7824,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,76.0,72.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
1,105,7826,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,83.0,0.0,0.0,6.0,53.0,15.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
1,106,7826,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,68.0,71.0,55.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
1,107,14104,0.001,47.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,108,14104,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1,109,7894,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,45.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110,7894,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,111,264,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,91.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
1,112,264,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,100.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1,113,239,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,114,239,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
1,115,7915,0.001,82.0,0.0,0.0,0.0,79.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,33.0,60.0,54.0,5.0,0.0,47.0,0.0,0.0,0.0
1,116,7915,1e-05,0.0,0.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,61.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
1,117,7916,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,118,7916,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,119,7921,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1,120,7921,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1,121,7937,0.001,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,15.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1,122,7937,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,57.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
1,123,7967,0.001,54.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,52.0,63.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0
1,124,7967,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,48.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
1,125,7969,1e-05,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,37.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,126,7969,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1,127,61024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1,128,61024,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1,129,8038,0.001,56.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,45.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,130,8038,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1,131,7983,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,66.0,96.0,4.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
